,brewery_id,beer_id,availability,beer_name,beer_style,abv,ibu,is_retired
1280,zeWbuM,Z4HwWZ,Limited,Wicked Weed Lost Toys Blend #1,Wild Beer,6.4,NaN,N
1281,zeWbuM,SZsbMc,NaN,Xibalba,Herb and Spice Beer,8.2,NaN,N
1282,zeWbuM,HjR9Kl,NaN,XII Peach Habanero Saison,French & Belgian-Style Saison,6.6,NaN,N
1283,zeWbuM,J3EsS0,NaN,XLIV Mango Habanero Saison,French & Belgian-Style Saison,7.3,25,N
1284,zeWbuM,S6ZWR1,NaN,XXXI Saison,French & Belgian-Style Saison,NaN,NaN,N
1285,zeWbuM,neSCIv,NaN,Abundance,American-Style India Pale Ale,6.7,NaN,N
1286,zeWbuM,BUu9h9,NaN,Aicha,Wood- and Barrel-Aged Sour Beer,6.4,NaN,N
1287,zeWbuM,dHnbxN,NaN,Amorous - Royal Cache Barrel Reserve Series,Wood- and Barrel-Aged Sour Beer,7,NaN,N
1288,zeWbuM,QunAJY,NaN,Angel of Darkness,American-Style Sour Ale,11,NaN,N
1289,zeWbuM,nocxqa,NaN,Appalachia,Session India Pale Ale,4.7,NaN,N
1290,zeWbuM,x7i8Fx,NaN,Arcanic,Belgian-Style Dark Strong Ale,12.1,NaN,N
1291,zeWbuM,r2675O,NaN,Artist Formerly Known As...,American-Style Pale Ale,6.4,28,N
1292,zeWbuM,xPLEJv,NaN,Astronomical,American-Style India Pale Ale,7.7,NaN,N
1293,zeWbuM,bEbbW4,NaN,Aye-Aye Stout,American-Style Imperial Stout,8.5,38,N
1294,zeWbuM,T2jBE7,NaN,Barrel Aged French Toast,American-Style Imperial Stout,10,NaN,N
1295,zeWbuM,JDuiQz,NaN,Barrel Aged Xibalba,Pumpkin Beer,9.6,50,N
1296,zeWbuM,4AFhZD,Limited,Barrel-Aged El Paraiso,Imperial or Double India Pale Ale,10.3,NaN,N
1297,zeWbuM,xNwRR1,NaN,Barrel-Aged Lunatic Blonde,Golden or Blonde Ale,7,40,N
1298,zeWbuM,SBm1yN,NaN,Basic White Bier,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.7,NaN,N
1299,zeWbuM,ahgU5q,NaN,Basic White Bier,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.7,5,N
1300,zeWbuM,4QIKaS,NaN,Bedeviled Golden Strong Ale,Belgian-Style Pale Strong Ale,9.8,26,N
1301,zeWbuM,ap4xYJ,NaN,Belgian Sting,Belgian-Style Tripel,7.8,NaN,N
1302,zeWbuM,Q3NVzi,NaN,Benevolence,American-Style Sour Ale,0,0,N
1303,zeWbuM,HV7zAX,Limited,Black Angel,Wood- and Barrel-Aged Sour Beer,6.6,NaN,N
1304,zeWbuM,Ao2WGJ,Limited,Blind Faith Dark Strong,Belgian-Style Dark Strong Ale,11,24,N
1305,zeWbuM,H0XwS1,NaN,Bombadile,American-Style Sour Ale,4.2,NaN,N
1306,zeWbuM,mUnx2j,NaN,Botanica,Wild Beer,7.2,30,N
1307,zeWbuM,POJJS2,Winter,Bourbon Barrel Aged Milk & Cookies,American-Style Imperial Stout,9.5,NaN,N
1308,zeWbuM,5cQlKx,NaN,Bourbon Barrel Aged Oblivion,Wood- and Barrel-Aged Sour Beer,10.5,15,N
1309,zeWbuM,dRyNV2,NaN,Bramble Barrel,Wood- and Barrel-Aged Sour Beer,8.6,NaN,N
1310,zeWbuM,XggUks,NaN,Brett Burglar,Brett Beer,7.3,NaN,N
1311,zeWbuM,v1UIVn,NaN,Brettaberry,French & Belgian-Style Saison,5.5,NaN,N
1312,zeWbuM,odCT1O,NaN,Brettabolic,French & Belgian-Style Saison,5.9,NaN,N
1313,zeWbuM,sTaQFz,NaN,Bretticent Wild Ale,French & Belgian-Style Saison,6.5,NaN,N
1314,zeWbuM,s0sxB5,NaN,BURST (Passionfruit Lychee),American-Style Sour Ale,4.5,NaN,N
1315,zeWbuM,tNbyBo,NaN,CaliMost Gose,Contemporary Gose,4.1,NaN,N
1316,zeWbuM,CCaFqo,Limited,Canvas Series: Dalliance,Wild Beer,5.4,NaN,N
1317,zeWbuM,gk18jt,NaN,Cardinal Sin Red,Belgian-Style Flanders Oud Bruin or Oud Red Ales,NaN,NaN,N
1318,zeWbuM,fB4V2z,Not Available,Cherry Key Lime Burst,American-Style Sour Ale,4.5,NaN,N
1319,zeWbuM,Al8W3R,NaN,Chocolate Covered Black Angel,Wood- and Barrel-Aged Sour Beer,7.2,NaN,N
1320,zeWbuM,W2J5zZ,NaN,Clarence,Traditional German-Style Bock,5.1,NaN,N
1321,zeWbuM,kn6cNg,NaN,Coastal Love,Juicy or Hazy India Pale Ale,6.3,NaN,N
1322,zeWbuM,1hPE4A,Limited,Coolcumber,American-Style Pale Ale,5.3,20,N
1323,zeWbuM,uDoVmZ,NaN,Dark & Stormy,Wood- and Barrel-Aged Strong Beer,10.5,NaN,N
1324,zeWbuM,OeLzeV,NaN,Dark Age Bourbon Stout,Wood- and Barrel-Aged Strong Beer,NaN,NaN,N
1325,zeWbuM,lAywEs,NaN,Dark Age Coffee,American-Style Imperial Stout,11.8,NaN,N
1326,zeWbuM,TsDgX7,NaN,Dark Arts,American-Style Imperial Stout,15,NaN,N
1327,zeWbuM,0YHKvu,Limited,Dark Arts Imperial Stout (Aged In Tequila Barrels W/ Espresso),American-Style Imperial Stout,15,NaN,N
1328,zeWbuM,OEYWmT,Limited,Dark Arts Imperial Stout (Aged In Tequila Barrels),American-Style Imperial Stout,15,NaN,N
1329,zeWbuM,tF4F46,NaN,Decoy Red,American-Style Amber/Red Ale,NaN,NaN,N
1330,zeWbuM,NUhkOJ,NaN,Denouement,Wood- and Barrel-Aged Sour Beer,7.4,NaN,N
1331,zeWbuM,3D4cCr,NaN,Denouncement,Belgian-Style Tripel,7.4,NaN,N
1332,zeWbuM,YJlhDs,NaN,Devilwood,Belgian-Style Blonde Ale,9.7,NaN,N
1333,zeWbuM,4VUq7o,NaN,Dirndl Bock,Traditional German-Style Bock,8,23,N
1334,zeWbuM,mKdBV4,NaN,Divergence,Brown Porter,7.6,NaN,N
1335,zeWbuM,2HOkAT,NaN,Don't Tread on Maize,American-Style Pale Ale,5.7,50,N
1336,zeWbuM,0Gpv1l,NaN,Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,5.1,NaN,N
1337,zeWbuM,zoQYXk,NaN,El Paraiso,American-Style Imperial Stout,9.5,50,N
1338,zeWbuM,RB2lBE,NaN,El Paraiso Imperial Coffee Stout,American-Style Imperial Stout,9.5,50,N
1339,zeWbuM,i8n7rR,NaN,Empress,Belgian-Style Tripel,9.2,29,N
1340,zeWbuM,vNSl2l,NaN,Empyrean Barrel Aged DIPA,Imperial or Double India Pale Ale,NaN,NaN,N
1341,zeWbuM,TTC70g,NaN,Ferme De Chien,American-Style Sour Ale,5.8,NaN,N
1342,zeWbuM,c89MhB,NaN,Ferme de Grand-Père,Wild Beer,7,NaN,N
1343,zeWbuM,KqOFs4,NaN,Fille De Ferme,French & Belgian-Style Saison,4.1,NaN,N
1344,zeWbuM,hrOHKW,NaN,Framboos Morte,Belgian-Style Fruit Lambic,5.8,NaN,N
1345,zeWbuM,GvLQuf,NaN,Freak of Nature Double IPA,Imperial or Double India Pale Ale,8.5,NaN,N
1346,zeWbuM,eb7YJu,NaN,Freaky Friday DIPA,Imperial or Double India Pale Ale,9.4,100,N
1347,zeWbuM,oSmAG4,NaN,French Toast Stout,Specialty Stouts,8.5,NaN,N
1348,zeWbuM,vsBuXs,NaN,Garçon de Ferme,Wild Beer,6.2,NaN,N
1349,zeWbuM,0y4nnw,NaN,Genesis Blonde Sour,Wood- and Barrel-Aged Sour Beer,6.6,NaN,N
1350,zeWbuM,rtijFf,NaN,German Chocolate Cake,American-Style Imperial Stout,8.8,NaN,N
1351,zeWbuM,VYn3DX,NaN,Gluten FREEk,Gluten-Free Beer,NaN,NaN,N
1352,zeWbuM,GuqMTL,NaN,Glutenous Minimus,American-Style India Pale Ale,6.9,60,N
1353,zeWbuM,xvaspc,Limited,Golden Angel,Wild Beer,7,NaN,N
1354,zeWbuM,pKsZB3,NaN,Guajava,Wild Beer,6.6,NaN,N
1355,zeWbuM,ERsAqc,NaN,Happy Blending,Wild Beer,6.6,NaN,N
1356,zeWbuM,SjsyR4,NaN,Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.4,NaN,N
1357,zeWbuM,7sVrMy,NaN,Heresy Brown Ale,American-Style Brown Ale,7.4,NaN,N
1358,zeWbuM,kCEfWP,NaN,Hop Burglar IPA,American-Style India Pale Ale,6.5,57,N
1359,zeWbuM,J7GqdV,NaN,Hop Cocoa,Brown Porter,6.5,NaN,N
1360,zeWbuM,IhlUMM,NaN,Horti-Glory,French & Belgian-Style Saison,6,NaN,N
1361,zeWbuM,vMxgbR,NaN,Imperial Coolcumber,Wood- and Barrel-Aged Beer,9,NaN,N
1362,zeWbuM,qlaz03,NaN,Incandescent,Wood- and Barrel-Aged Sour Beer,7,NaN,N
1363,zeWbuM,lupid2,NaN,Incorangeible,American-Style India Pale Ale,7.5,NaN,N
1364,zeWbuM,FbWQ6o,NaN,Indulgence - Royal Cache Barrel Reserve Series,Brett Beer,9.6,NaN,N
1365,zeWbuM,MVxTfq,NaN,Infidel Porter,Brown Porter,6.8,NaN,N
1366,zeWbuM,a1wodd,NaN,Iron Lady Black IPA,American-Style India Pale Ale,9.5,NaN,N
1367,zeWbuM,8ZAWxN,NaN,Juiceless IPA,American-Style India Pale Ale,7.7,NaN,N
1368,zeWbuM,kRvKsv,NaN,Khatta Masala,American-Style Sour Ale,7.7,NaN,N
1369,zeWbuM,rbsfLG,NaN,La Bonté With Figs,Wood- and Barrel-Aged Sour Beer,6.5,0,N
1370,zeWbuM,TfchXI,NaN,La Bonté With Pear,Wood- and Barrel-Aged Sour Beer,6.5,NaN,N
1371,zeWbuM,WW8X36,Year Round,La Bonte with Plum,American-Style Sour Ale,6.5,NaN,N
1372,zeWbuM,T5Jn9U,NaN,La Mûre Morte,American-Style Sour Ale,6.4,NaN,N
1373,zeWbuM,A0uNLd,NaN,Le Peche Blanc,French & Belgian-Style Saison,NaN,NaN,N
1374,zeWbuM,XQCeM9,NaN,Lieutenant Dank,American-Style India Pale Ale,6.6,NaN,N
1375,zeWbuM,tEZAcm,NaN,Lil' Hershey Brown Ale,American-Style Brown Ale,5.2,34,N
1376,zeWbuM,YRPhu0,NaN,Lost Toys Blend  #2,Wood- and Barrel-Aged Sour Beer,6.4,40,N
1377,zeWbuM,pmqiHa,NaN,Lunatic Blonde,Belgian-Style Blonde Ale,6.5,21,N
1378,zeWbuM,pZBjLH,NaN,Lupulin Lab,American-Style India Pale Ale,7.2,NaN,N
1379,zeWbuM,LcN97V,Limited,Lusus Naturae,Imperial or Double India Pale Ale,8.4,NaN,N
1380,zeWbuM,VekAPs,NaN,Malice,American-Style Sour Ale,6,NaN,N
1381,zeWbuM,pDVNPC,NaN,Marina,Wood- and Barrel-Aged Sour Beer,6.5,NaN,N
1382,zeWbuM,fW6fl9,NaN,Medora,Wild Beer,6.6,NaN,N
1383,zeWbuM,VYHymD,NaN,Melisseus Lavender Honey Ale,Specialty Honey Lager or Ale,6.2,32,N
1384,zeWbuM,coddoN,NaN,Metatropics,Wild Beer,6.2,NaN,N
1385,zeWbuM,sFUDwC,NaN,Milk & Cookies,Sweet or Cream Stout,7.2,NaN,N
1386,zeWbuM,7s0mve,NaN,Mint Julep,American-Style Amber/Red Ale,9.7,28,N
1387,zeWbuM,v5WGhI,NaN,Montmaretto,Wild Beer,6.9,NaN,N
1388,zeWbuM,xhVyCR,NaN,Montmartre,American-Style Sour Ale,6.9,NaN,N
1389,zeWbuM,b9P5yi,NaN,Moogfest Chocolate IPA,American-Style India Pale Ale,NaN,NaN,N
1390,zeWbuM,fPiLBK,NaN,Mosaic Saison,French & Belgian-Style Saison,6.5,NaN,N
1391,zeWbuM,KqbDiV,NaN,Myrtille,American-Style Sour Ale,6,NaN,N
1392,zeWbuM,vrxf0p,NaN,Napoleon Complex,American-Style Pale Ale,5.2,NaN,N
1393,zeWbuM,LNnA30,NaN,Nectarphillia,American-Style Sour Ale,NaN,NaN,N
1394,zeWbuM,5P2bIv,NaN,Oak Fermented Cider,Fruit Cider,7,NaN,N
1395,zeWbuM,hilPSM,NaN,Oaxacan,Wood- and Barrel-Aged Sour Beer,7.1,NaN,N
1396,zeWbuM,b1WplX,Limited,Oblivion,Wood- and Barrel-Aged Sour Beer,8.7,NaN,N
1397,zeWbuM,NzW2ds,NaN,Oh My Quad,Belgian-Style Quadrupel,13.4,NaN,N
1398,zeWbuM,y6n4wX,NaN,Old Fashioned,Wood- and Barrel-Aged Beer,9,NaN,N
1399,zeWbuM,2N6K99,NaN,Omnipresence,American-Style Sour Ale,0,0,N
1400,zeWbuM,IJeuy7,NaN,Orange Peel Pale Ale,American-Style Pale Ale,5.5,NaN,N
1401,zeWbuM,dtvEux,NaN,Pacificmost Gose,Contemporary Gose,4.1,NaN,N
1402,zeWbuM,4PnG98,NaN,Pallino Wit Biere,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.6,19,N
1403,zeWbuM,a1EmLs,NaN,Pearfigt,American-Style India Pale Ale,6.3,NaN,N
1404,zeWbuM,K2UDbn,NaN,Permeo,Wood- and Barrel-Aged Sour Beer,6.4,NaN,N
1405,zeWbuM,ndx7rb,NaN,Pernicious IPA,American-Style India Pale Ale,7.3,70,N
1406,zeWbuM,xIvc3U,NaN,Persistence,American-Style Sour Ale,9,NaN,N
1407,zeWbuM,kBjb55,NaN,Pick Me! Pale Ale: Walt's Pick,American-Style Pale Ale,5.2,NaN,N
1408,zeWbuM,wMD1lE,NaN,Plainsdealer,Wood- and Barrel-Aged Sour Beer,8,NaN,N
1409,709vEK,aye7FH,Limited,Points Unknown IPA,Imperial or Double India Pale Ale,9.5,72,N
1410,zeWbuM,egp8Ia,NaN,Pompoen,American-Style Sour Ale,0,0,N
1411,zeWbuM,gjW4IZ,NaN,Poperinge Saison,French & Belgian-Style Saison,7.3,49,N
1412,zeWbuM,EFFuAB,Limited,Prevalence,Wood- and Barrel-Aged Sour Beer,7.2,NaN,N
1413,zeWbuM,DYKPfV,Limited,Pumpkin Up The Volume,Pumpkin Beer,7.3,NaN,N
1414,zeWbuM,IoQdqS,NaN,Queen Bee Stout,American-Style Imperial Stout,9,30,N
1415,zeWbuM,tKGkbS,NaN,Recurrent,American-Style Sour Ale,0,0,N
1416,zeWbuM,aFJgz3,NaN,Red Angel,Wild Beer,7,NaN,N
1417,zeWbuM,SbIfw8,NaN,Resonare,American-Style Sour Ale,6,NaN,N
1418,zeWbuM,DT7u89,NaN,Reticent Saison,French & Belgian-Style Saison,6.5,26,N
1419,zeWbuM,XhBZCC,NaN,Reverence,Belgian-Style Pale Ale,NaN,NaN,N
1420,zeWbuM,92ygKI,NaN,Rubus Viola,American-Style Sour Ale,7.6,25,N
1421,zeWbuM,8pKz4b,NaN,S'mores Stout,American-Style Imperial Stout,9.2,40,N
1422,zeWbuM,igfon5,NaN,Saison V: Chocolate Raspberry,French & Belgian-Style Saison,7,NaN,N
1423,zeWbuM,0lM6gR,NaN,Sandiaca,Wood- and Barrel-Aged Sour Beer,7.6,NaN,N
1424,zeWbuM,J3jwtK,NaN,Sauvage Wine Barrel Saison,French & Belgian-Style Saison,NaN,NaN,N
1425,zeWbuM,BKjO9U,NaN,Serenity,French & Belgian-Style Saison,5.5,NaN,N
1426,zeWbuM,6KzIFa,NaN,Serotina,American-Style Sour Ale,8,NaN,N
1427,zeWbuM,cyfIZR,NaN,Silencio,Wood- and Barrel-Aged Sour Beer,7.4,40,N
1428,zeWbuM,MVSPEW,NaN,Sir Ryan the Pounder,Session Beer,5.2,60,N
1429,zeWbuM,lw0Fyt,NaN,Southern Ambrosia,Fruit Beer,10,NaN,N
1430,zeWbuM,mmWBr9,NaN,Super Flare,American-Style India Pale Ale,7.5,NaN,N
1431,zeWbuM,ypgHpH,NaN,Sweet Talker IPA,American-Style India Pale Ale,4,25,N
1432,zeWbuM,uVmHoe,NaN,Terra Locale Appalachia,French & Belgian-Style Saison,7.2,NaN,N
1433,zeWbuM,Yfvpuf,NaN,Terra Merita,Wood- and Barrel-Aged Sour Beer,5.7,NaN,N
1434,zeWbuM,yXjnTo,NaN,Thirst Puncher Experimental IPA,American-Style India Pale Ale,7.5,NaN,N
1435,zeWbuM,nMYHKg,NaN,Tributary,French & Belgian-Style Saison,8.8,NaN,N
1436,zeWbuM,jqyFHC,NaN,Tropicmost Passionfruit Gose,Leipzig-Style Gose,4.1,45,N
1437,zeWbuM,b8u1XO,NaN,Tyranny Hoppy Red Ale,Irish-Style Red Ale,7,55,N
1438,zeWbuM,l3fbWr,NaN,Tyrant Double Red,Imperial Red Ale,8.5,NaN,N
1439,zeWbuM,IUcrXz,NaN,Uncle Rick's Pilsner,American-Style Pilsener,5,NaN,N
1440,zeWbuM,BSkl9G,NaN,Watermelon Dragonfruit Burst,American-Style Sour Ale,4.5,NaN,N
1441,zeWbuM,1FgcBI,NaN,Watermelon Saison,French & Belgian-Style Saison,4.7,NaN,N
1442,zeWbuM,Lbs4gB,NaN,White Angel,Wild Beer,7.3,NaN,N
1443,KDZsJL,pmLdqG,NaN,Wicked City,Chili Pepper Beer,10.5,56,N
1444,zeWbuM,Z4HwWZ,Limited,Wicked Weed Lost Toys Blend #1,Wild Beer,6.4,NaN,N
1445,zeWbuM,SZsbMc,NaN,Xibalba,Herb and Spice Beer,8.2,NaN,N
1446,zeWbuM,HjR9Kl,NaN,XII Peach Habanero Saison,French & Belgian-Style Saison,6.6,NaN,N
1447,zeWbuM,J3EsS0,NaN,XLIV Mango Habanero Saison,French & Belgian-Style Saison,7.3,25,N
1448,zeWbuM,S6ZWR1,NaN,XXXI Saison,French & Belgian-Style Saison,NaN,NaN,N
1449,zeWbuM,neSCIv,NaN,Abundance,American-Style India Pale Ale,6.7,NaN,N
1450,zeWbuM,BUu9h9,NaN,Aicha,Wood- and Barrel-Aged Sour Beer,6.4,NaN,N
1451,zeWbuM,dHnbxN,NaN,Amorous - Royal Cache Barrel Reserve Series,Wood- and Barrel-Aged Sour Beer,7,NaN,N
1452,zeWbuM,QunAJY,NaN,Angel of Darkness,American-Style Sour Ale,11,NaN,N
1453,zeWbuM,nocxqa,NaN,Appalachia,Session India Pale Ale,4.7,NaN,N
1454,zeWbuM,x7i8Fx,NaN,Arcanic,Belgian-Style Dark Strong Ale,12.1,NaN,N
1455,zeWbuM,r2675O,NaN,Artist Formerly Known As...,American-Style Pale Ale,6.4,28,N
1456,zeWbuM,xPLEJv,NaN,Astronomical,American-Style India Pale Ale,7.7,NaN,N
1457,zeWbuM,bEbbW4,NaN,Aye-Aye Stout,American-Style Imperial Stout,8.5,38,N
1458,zeWbuM,T2jBE7,NaN,Barrel Aged French Toast,American-Style Imperial Stout,10,NaN,N
1459,zeWbuM,JDuiQz,NaN,Barrel Aged Xibalba,Pumpkin Beer,9.6,50,N
1460,zeWbuM,4AFhZD,Limited,Barrel-Aged El Paraiso,Imperial or Double India Pale Ale,10.3,NaN,N
1461,zeWbuM,xNwRR1,NaN,Barrel-Aged Lunatic Blonde,Golden or Blonde Ale,7,40,N
1462,zeWbuM,SBm1yN,NaN,Basic White Bier,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.7,NaN,N
1463,zeWbuM,ahgU5q,NaN,Basic White Bier,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.7,5,N
1464,zeWbuM,4QIKaS,NaN,Bedeviled Golden Strong Ale,Belgian-Style Pale Strong Ale,9.8,26,N
1465,zeWbuM,ap4xYJ,NaN,Belgian Sting,Belgian-Style Tripel,7.8,NaN,N
1466,zeWbuM,Q3NVzi,NaN,Benevolence,American-Style Sour Ale,0,0,N
1467,zeWbuM,HV7zAX,Limited,Black Angel,Wood- and Barrel-Aged Sour Beer,6.6,NaN,N
1468,zeWbuM,Ao2WGJ,Limited,Blind Faith Dark Strong,Belgian-Style Dark Strong Ale,11,24,N
1469,zeWbuM,H0XwS1,NaN,Bombadile,American-Style Sour Ale,4.2,NaN,N
1470,zeWbuM,mUnx2j,NaN,Botanica,Wild Beer,7.2,30,N
1471,zeWbuM,POJJS2,Winter,Bourbon Barrel Aged Milk & Cookies,American-Style Imperial Stout,9.5,NaN,N
1472,zeWbuM,5cQlKx,NaN,Bourbon Barrel Aged Oblivion,Wood- and Barrel-Aged Sour Beer,10.5,15,N
1473,zeWbuM,dRyNV2,NaN,Bramble Barrel,Wood- and Barrel-Aged Sour Beer,8.6,NaN,N
1474,zeWbuM,XggUks,NaN,Brett Burglar,Brett Beer,7.3,NaN,N
1475,zeWbuM,v1UIVn,NaN,Brettaberry,French & Belgian-Style Saison,5.5,NaN,N
1476,zeWbuM,odCT1O,NaN,Brettabolic,French & Belgian-Style Saison,5.9,NaN,N
1477,zeWbuM,sTaQFz,NaN,Bretticent Wild Ale,French & Belgian-Style Saison,6.5,NaN,N
1478,zeWbuM,s0sxB5,NaN,BURST (Passionfruit Lychee),American-Style Sour Ale,4.5,NaN,N
1479,zeWbuM,tNbyBo,NaN,CaliMost Gose,Contemporary Gose,4.1,NaN,N
1480,zeWbuM,CCaFqo,Limited,Canvas Series: Dalliance,Wild Beer,5.4,NaN,N
1481,zeWbuM,gk18jt,NaN,Cardinal Sin Red,Belgian-Style Flanders Oud Bruin or Oud Red Ales,NaN,NaN,N
1482,zeWbuM,fB4V2z,Not Available,Cherry Key Lime Burst,American-Style Sour Ale,4.5,NaN,N
1483,zeWbuM,Al8W3R,NaN,Chocolate Covered Black Angel,Wood- and Barrel-Aged Sour Beer,7.2,NaN,N
1484,zeWbuM,W2J5zZ,NaN,Clarence,Traditional German-Style Bock,5.1,NaN,N
1485,zeWbuM,kn6cNg,NaN,Coastal Love,Juicy or Hazy India Pale Ale,6.3,NaN,N
1486,zeWbuM,1hPE4A,Limited,Coolcumber,American-Style Pale Ale,5.3,20,N
1487,zeWbuM,uDoVmZ,NaN,Dark & Stormy,Wood- and Barrel-Aged Strong Beer,10.5,NaN,N
1488,zeWbuM,OeLzeV,NaN,Dark Age Bourbon Stout,Wood- and Barrel-Aged Strong Beer,NaN,NaN,N
1489,zeWbuM,lAywEs,NaN,Dark Age Coffee,American-Style Imperial Stout,11.8,NaN,N
1490,zeWbuM,TsDgX7,NaN,Dark Arts,American-Style Imperial Stout,15,NaN,N
1491,zeWbuM,0YHKvu,Limited,Dark Arts Imperial Stout (Aged In Tequila Barrels W/ Espresso),American-Style Imperial Stout,15,NaN,N
1492,zeWbuM,OEYWmT,Limited,Dark Arts Imperial Stout (Aged In Tequila Barrels),American-Style Imperial Stout,15,NaN,N
1493,zeWbuM,tF4F46,NaN,Decoy Red,American-Style Amber/Red Ale,NaN,NaN,N
1494,zeWbuM,NUhkOJ,NaN,Denouement,Wood- and Barrel-Aged Sour Beer,7.4,NaN,N
1495,zeWbuM,3D4cCr,NaN,Denouncement,Belgian-Style Tripel,7.4,NaN,N
1496,zeWbuM,YJlhDs,NaN,Devilwood,Belgian-Style Blonde Ale,9.7,NaN,N
1497,zeWbuM,4VUq7o,NaN,Dirndl Bock,Traditional German-Style Bock,8,23,N
1498,zeWbuM,mKdBV4,NaN,Divergence,Brown Porter,7.6,NaN,N
1499,zeWbuM,2HOkAT,NaN,Don't Tread on Maize,American-Style Pale Ale,5.7,50,N
1500,zeWbuM,0Gpv1l,NaN,Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,5.1,NaN,N
1501,zeWbuM,zoQYXk,NaN,El Paraiso,American-Style Imperial Stout,9.5,50,N
1502,zeWbuM,RB2lBE,NaN,El Paraiso Imperial Coffee Stout,American-Style Imperial Stout,9.5,50,N
1503,zeWbuM,i8n7rR,NaN,Empress,Belgian-Style Tripel,9.2,29,N
1504,zeWbuM,vNSl2l,NaN,Empyrean Barrel Aged DIPA,Imperial or Double India Pale Ale,NaN,NaN,N
1505,zeWbuM,TTC70g,NaN,Ferme De Chien,American-Style Sour Ale,5.8,NaN,N
1506,zeWbuM,c89MhB,NaN,Ferme de Grand-Père,Wild Beer,7,NaN,N
1507,zeWbuM,KqOFs4,NaN,Fille De Ferme,French & Belgian-Style Saison,4.1,NaN,N
1508,zeWbuM,hrOHKW,NaN,Framboos Morte,Belgian-Style Fruit Lambic,5.8,NaN,N
1509,zeWbuM,GvLQuf,NaN,Freak of Nature Double IPA,Imperial or Double India Pale Ale,8.5,NaN,N
1510,zeWbuM,eb7YJu,NaN,Freaky Friday DIPA,Imperial or Double India Pale Ale,9.4,100,N
1511,zeWbuM,oSmAG4,NaN,French Toast Stout,Specialty Stouts,8.5,NaN,N
1512,zeWbuM,vsBuXs,NaN,Garçon de Ferme,Wild Beer,6.2,NaN,N
1513,zeWbuM,0y4nnw,NaN,Genesis Blonde Sour,Wood- and Barrel-Aged Sour Beer,6.6,NaN,N
1514,zeWbuM,rtijFf,NaN,German Chocolate Cake,American-Style Imperial Stout,8.8,NaN,N
1515,zeWbuM,VYn3DX,NaN,Gluten FREEk,Gluten-Free Beer,NaN,NaN,N
1516,zeWbuM,GuqMTL,NaN,Glutenous Minimus,American-Style India Pale Ale,6.9,60,N
1517,zeWbuM,xvaspc,Limited,Golden Angel,Wild Beer,7,NaN,N
1518,zeWbuM,pKsZB3,NaN,Guajava,Wild Beer,6.6,NaN,N
1519,zeWbuM,ERsAqc,NaN,Happy Blending,Wild Beer,6.6,NaN,N
1520,zeWbuM,SjsyR4,NaN,Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.4,NaN,N
1521,zeWbuM,7sVrMy,NaN,Heresy Brown Ale,American-Style Brown Ale,7.4,NaN,N
1522,zeWbuM,kCEfWP,NaN,Hop Burglar IPA,American-Style India Pale Ale,6.5,57,N
1523,zeWbuM,J7GqdV,NaN,Hop Cocoa,Brown Porter,6.5,NaN,N
1524,zeWbuM,IhlUMM,NaN,Horti-Glory,French & Belgian-Style Saison,6,NaN,N
1525,zeWbuM,vMxgbR,NaN,Imperial Coolcumber,Wood- and Barrel-Aged Beer,9,NaN,N
1526,zeWbuM,qlaz03,NaN,Incandescent,Wood- and Barrel-Aged Sour Beer,7,NaN,N
1527,zeWbuM,lupid2,NaN,Incorangeible,American-Style India Pale Ale,7.5,NaN,N
1528,zeWbuM,FbWQ6o,NaN,Indulgence - Royal Cache Barrel Reserve Series,Brett Beer,9.6,NaN,N
1529,zeWbuM,MVxTfq,NaN,Infidel Porter,Brown Porter,6.8,NaN,N
1530,zeWbuM,a1wodd,NaN,Iron Lady Black IPA,American-Style India Pale Ale,9.5,NaN,N
1531,zeWbuM,8ZAWxN,NaN,Juiceless IPA,American-Style India Pale Ale,7.7,NaN,N
1532,zeWbuM,kRvKsv,NaN,Khatta Masala,American-Style Sour Ale,7.7,NaN,N
1533,zeWbuM,rbsfLG,NaN,La Bonté With Figs,Wood- and Barrel-Aged Sour Beer,6.5,0,N
1534,zeWbuM,TfchXI,NaN,La Bonté With Pear,Wood- and Barrel-Aged Sour Beer,6.5,NaN,N
1535,zeWbuM,WW8X36,Year Round,La Bonte with Plum,American-Style Sour Ale,6.5,NaN,N
1536,zeWbuM,T5Jn9U,NaN,La Mûre Morte,American-Style Sour Ale,6.4,NaN,N
1537,zeWbuM,A0uNLd,NaN,Le Peche Blanc,French & Belgian-Style Saison,NaN,NaN,N
1538,zeWbuM,XQCeM9,NaN,Lieutenant Dank,American-Style India Pale Ale,6.6,NaN,N
1539,zeWbuM,tEZAcm,NaN,Lil' Hershey Brown Ale,American-Style Brown Ale,5.2,34,N
1540,zeWbuM,YRPhu0,NaN,Lost Toys Blend  #2,Wood- and Barrel-Aged Sour Beer,6.4,40,N
